Training: 2023-08-17 21:02:38,665-rank_id: 0
Training: 2023-08-17 23:27:28,126-Speed 139.81 samples/sec   Loss 1.1663   LearningRate 0.000010   Epoch: 1   Global Step: 37050   Fp16 Grad Scale: 16384   Required: 1 hours
Training: 2023-08-17 23:27:30,453-Speed 137.57 samples/sec   Loss 1.1658   LearningRate 0.000010   Epoch: 1   Global Step: 37060   Fp16 Grad Scale: 16384   Required: 1 hours
Training: 2023-08-17 23:27:32,772-Speed 138.05 samples/sec   Loss 1.1562   LearningRate 0.000010   Epoch: 1   Global Step: 37070   Fp16 Grad Scale: 16384   Required: 1 hours
Training: 2023-08-17 23:27:35,081-Speed 138.61 samples/sec   Loss 1.1623   LearningRate 0.000010   Epoch: 1   Global Step: 37080   Fp16 Grad Scale: 16384   Required: 1 hours
Training: 2023-08-17 23:27:37,384-Speed 138.98 samples/sec   Loss 1.1635   LearningRate 0.000010   Epoch: 1   Global Step: 37090   Fp16 Grad Scale: 32768   Required: 1 hours
Training: 2023-08-17 23:27:39,690-Speed 138.80 samples/sec   Loss 1.1534   LearningRate 0.000010   Epoch: 1   Global Step: 37100   Fp16 Grad Scale: 32768   Required: 1 hours
Training: 2023-08-17 23:27:42,001-Speed 138.53 samples/sec   Loss 1.1568   LearningRate 0.000010   Epoch: 1   Global Step: 37110   Fp16 Grad Scale: 32768   Required: 1 hours
Training: 2023-08-17 23:27:44,310-Speed 138.65 samples/sec   Loss 1.1660   LearningRate 0.000010   Epoch: 1   Global Step: 37120   Fp16 Grad Scale: 32768   Required: 1 hours
Training: 2023-08-17 23:27:46,605-Speed 139.42 samples/sec   Loss 1.1864   LearningRate 0.000010   Epoch: 1   Global Step: 37130   Fp16 Grad Scale: 32768   Required: 1 hours
Training: 2023-08-17 23:27:48,902-Speed 139.39 samples/sec   Loss 1.1441   LearningRate 0.000010   Epoch: 1   Global Step: 37140   Fp16 Grad Scale: 32768   Required: 1 hours
Training: 2023-08-17 23:27:51,213-Speed 138.49 samples/sec   Loss 1.1585   LearningRate 0.000010   Epoch: 1   Global Step: 37150   Fp16 Grad Scale: 32768   Required: 1 hours
Training: 2023-08-17 23:27:53,539-Speed 137.63 samples/sec   Loss 1.1316   LearningRate 0.000010   Epoch: 1   Global Step: 37160   Fp16 Grad Scale: 32768   Required: 1 hours
Training: 2023-08-17 23:27:55,850-Speed 138.54 samples/sec   Loss 1.1416   LearningRate 0.000010   Epoch: 1   Global Step: 37170   Fp16 Grad Scale: 32768   Required: 1 hours
Training: 2023-08-17 23:27:58,151-Speed 139.07 samples/sec   Loss 1.1401   LearningRate 0.000010   Epoch: 1   Global Step: 37180   Fp16 Grad Scale: 32768   Required: 1 hours
Training: 2023-08-17 23:28:00,441-Speed 139.82 samples/sec   Loss 1.1296   LearningRate 0.000010   Epoch: 1   Global Step: 37190   Fp16 Grad Scale: 32768   Required: 1 hours
Training: 2023-08-17 23:28:02,743-Speed 139.01 samples/sec   Loss 1.1360   LearningRate 0.000010   Epoch: 1   Global Step: 37200   Fp16 Grad Scale: 32768   Required: 1 hours
Training: 2023-08-17 23:28:05,052-Speed 138.68 samples/sec   Loss 1.1535   LearningRate 0.000010   Epoch: 1   Global Step: 37210   Fp16 Grad Scale: 32768   Required: 1 hours
Training: 2023-08-17 23:28:07,365-Speed 138.35 samples/sec   Loss 1.1765   LearningRate 0.000010   Epoch: 1   Global Step: 37220   Fp16 Grad Scale: 32768   Required: 1 hours
Training: 2023-08-17 23:28:09,682-Speed 138.18 samples/sec   Loss 1.1447   LearningRate 0.000010   Epoch: 1   Global Step: 37230   Fp16 Grad Scale: 32768   Required: 1 hours
Training: 2023-08-17 23:28:11,961-Speed 140.46 samples/sec   Loss 1.1800   LearningRate 0.000010   Epoch: 1   Global Step: 37240   Fp16 Grad Scale: 16384   Required: 1 hours
Training: 2023-08-17 23:28:14,257-Speed 139.40 samples/sec   Loss 1.1647   LearningRate 0.000010   Epoch: 1   Global Step: 37250   Fp16 Grad Scale: 16384   Required: 1 hours
Training: 2023-08-17 23:28:16,553-Speed 139.38 samples/sec   Loss 1.1714   LearningRate 0.000010   Epoch: 1   Global Step: 37260   Fp16 Grad Scale: 16384   Required: 1 hours
Training: 2023-08-17 23:28:18,844-Speed 139.68 samples/sec   Loss 1.1689   LearningRate 0.000010   Epoch: 1   Global Step: 37270   Fp16 Grad Scale: 16384   Required: 1 hours
Training: 2023-08-17 23:28:21,133-Speed 139.88 samples/sec   Loss 1.1661   LearningRate 0.000010   Epoch: 1   Global Step: 37280   Fp16 Grad Scale: 16384   Required: 1 hours
Training: 2023-08-17 23:28:23,429-Speed 139.41 samples/sec   Loss 1.1700   LearningRate 0.000010   Epoch: 1   Global Step: 37290   Fp16 Grad Scale: 16384   Required: 1 hours
Training: 2023-08-17 23:28:25,736-Speed 138.72 samples/sec   Loss 1.1424   LearningRate 0.000010   Epoch: 1   Global Step: 37300   Fp16 Grad Scale: 16384   Required: 1 hours
Training: 2023-08-17 23:28:28,036-Speed 139.15 samples/sec   Loss 1.1476   LearningRate 0.000010   Epoch: 1   Global Step: 37310   Fp16 Grad Scale: 16384   Required: 1 hours
Training: 2023-08-17 23:28:30,325-Speed 139.87 samples/sec   Loss 1.1948   LearningRate 0.000010   Epoch: 1   Global Step: 37320   Fp16 Grad Scale: 16384   Required: 1 hours
Training: 2023-08-17 23:28:32,623-Speed 139.25 samples/sec   Loss 1.1323   LearningRate 0.000010   Epoch: 1   Global Step: 37330   Fp16 Grad Scale: 16384   Required: 1 hours
Training: 2023-08-17 23:28:34,926-Speed 139.02 samples/sec   Loss 1.1748   LearningRate 0.000010   Epoch: 1   Global Step: 37340   Fp16 Grad Scale: 32768   Required: 1 hours
Training: 2023-08-17 23:28:37,229-Speed 138.99 samples/sec   Loss 1.1521   LearningRate 0.000010   Epoch: 1   Global Step: 37350   Fp16 Grad Scale: 32768   Required: 1 hours
Training: 2023-08-17 23:28:39,525-Speed 139.38 samples/sec   Loss 1.1503   LearningRate 0.000010   Epoch: 1   Global Step: 37360   Fp16 Grad Scale: 32768   Required: 1 hours
Training: 2023-08-17 23:28:41,818-Speed 139.59 samples/sec   Loss 1.1540   LearningRate 0.000010   Epoch: 1   Global Step: 37370   Fp16 Grad Scale: 32768   Required: 1 hours
Training: 2023-08-17 23:28:44,116-Speed 139.30 samples/sec   Loss 1.1725   LearningRate 0.000010   Epoch: 1   Global Step: 37380   Fp16 Grad Scale: 32768   Required: 1 hours
Training: 2023-08-17 23:28:46,429-Speed 138.38 samples/sec   Loss 1.1393   LearningRate 0.000010   Epoch: 1   Global Step: 37390   Fp16 Grad Scale: 32768   Required: 1 hours
Training: 2023-08-17 23:28:48,712-Speed 140.21 samples/sec   Loss 1.1543   LearningRate 0.000010   Epoch: 1   Global Step: 37400   Fp16 Grad Scale: 16384   Required: 1 hours
Training: 2023-08-17 23:28:51,012-Speed 139.15 samples/sec   Loss 1.1380   LearningRate 0.000010   Epoch: 1   Global Step: 37410   Fp16 Grad Scale: 16384   Required: 1 hours
Training: 2023-08-17 23:28:53,313-Speed 139.11 samples/sec   Loss 1.1461   LearningRate 0.000010   Epoch: 1   Global Step: 37420   Fp16 Grad Scale: 16384   Required: 1 hours
Training: 2023-08-17 23:28:55,622-Speed 138.64 samples/sec   Loss 1.1614   LearningRate 0.000010   Epoch: 1   Global Step: 37430   Fp16 Grad Scale: 16384   Required: 1 hours
Training: 2023-08-17 23:28:57,928-Speed 138.78 samples/sec   Loss 1.1277   LearningRate 0.000010   Epoch: 1   Global Step: 37440   Fp16 Grad Scale: 16384   Required: 1 hours
Training: 2023-08-17 23:29:00,212-Speed 140.16 samples/sec   Loss 1.1553   LearningRate 0.000010   Epoch: 1   Global Step: 37450   Fp16 Grad Scale: 16384   Required: 1 hours
Training: 2023-08-17 23:29:02,512-Speed 139.12 samples/sec   Loss 1.1971   LearningRate 0.000010   Epoch: 1   Global Step: 37460   Fp16 Grad Scale: 16384   Required: 1 hours
Training: 2023-08-17 23:29:04,798-Speed 140.03 samples/sec   Loss 1.1719   LearningRate 0.000010   Epoch: 1   Global Step: 37470   Fp16 Grad Scale: 16384   Required: 1 hours
Training: 2023-08-17 23:29:07,096-Speed 139.29 samples/sec   Loss 1.1677   LearningRate 0.000010   Epoch: 1   Global Step: 37480   Fp16 Grad Scale: 16384   Required: 1 hours
Training: 2023-08-17 23:29:09,393-Speed 139.35 samples/sec   Loss 1.1580   LearningRate 0.000010   Epoch: 1   Global Step: 37490   Fp16 Grad Scale: 16384   Required: 1 hours
Training: 2023-08-17 23:29:11,688-Speed 139.46 samples/sec   Loss 1.1540   LearningRate 0.000010   Epoch: 1   Global Step: 37500   Fp16 Grad Scale: 32768   Required: 1 hours
Training: 2023-08-17 23:29:13,984-Speed 139.43 samples/sec   Loss 1.1728   LearningRate 0.000010   Epoch: 1   Global Step: 37510   Fp16 Grad Scale: 32768   Required: 1 hours
Training: 2023-08-17 23:29:16,281-Speed 139.31 samples/sec   Loss 1.1663   LearningRate 0.000010   Epoch: 1   Global Step: 37520   Fp16 Grad Scale: 32768   Required: 1 hours
Training: 2023-08-17 23:29:18,574-Speed 139.58 samples/sec   Loss 1.1671   LearningRate 0.000010   Epoch: 1   Global Step: 37530   Fp16 Grad Scale: 32768   Required: 1 hours
Training: 2023-08-17 23:29:20,875-Speed 139.16 samples/sec   Loss 1.1409   LearningRate 0.000010   Epoch: 1   Global Step: 37540   Fp16 Grad Scale: 32768   Required: 1 hours
Training: 2023-08-17 23:29:23,167-Speed 139.63 samples/sec   Loss 1.1339   LearningRate 0.000010   Epoch: 1   Global Step: 37550   Fp16 Grad Scale: 32768   Required: 1 hours
Training: 2023-08-17 23:29:25,452-Speed 140.06 samples/sec   Loss 1.1704   LearningRate 0.000010   Epoch: 1   Global Step: 37560   Fp16 Grad Scale: 32768   Required: 1 hours
Training: 2023-08-17 23:29:27,751-Speed 139.26 samples/sec   Loss 1.1512   LearningRate 0.000010   Epoch: 1   Global Step: 37570   Fp16 Grad Scale: 32768   Required: 1 hours
Training: 2023-08-17 23:29:30,052-Speed 139.09 samples/sec   Loss 1.1477   LearningRate 0.000010   Epoch: 1   Global Step: 37580   Fp16 Grad Scale: 32768   Required: 1 hours
Training: 2023-08-17 23:29:32,336-Speed 140.16 samples/sec   Loss 1.1837   LearningRate 0.000010   Epoch: 1   Global Step: 37590   Fp16 Grad Scale: 32768   Required: 1 hours
Training: 2023-08-17 23:29:34,637-Speed 139.06 samples/sec   Loss 1.1600   LearningRate 0.000010   Epoch: 1   Global Step: 37600   Fp16 Grad Scale: 32768   Required: 1 hours
Training: 2023-08-17 23:29:36,920-Speed 140.21 samples/sec   Loss 1.1563   LearningRate 0.000010   Epoch: 1   Global Step: 37610   Fp16 Grad Scale: 16384   Required: 1 hours
Training: 2023-08-17 23:29:39,216-Speed 139.41 samples/sec   Loss 1.1691   LearningRate 0.000010   Epoch: 1   Global Step: 37620   Fp16 Grad Scale: 16384   Required: 1 hours
Training: 2023-08-17 23:29:41,503-Speed 139.99 samples/sec   Loss 1.1526   LearningRate 0.000010   Epoch: 1   Global Step: 37630   Fp16 Grad Scale: 16384   Required: 1 hours
Training: 2023-08-17 23:29:43,800-Speed 139.30 samples/sec   Loss 1.1891   LearningRate 0.000010   Epoch: 1   Global Step: 37640   Fp16 Grad Scale: 16384   Required: 1 hours
Training: 2023-08-17 23:29:46,097-Speed 139.36 samples/sec   Loss 1.1883   LearningRate 0.000010   Epoch: 1   Global Step: 37650   Fp16 Grad Scale: 16384   Required: 1 hours
Training: 2023-08-17 23:29:48,405-Speed 138.73 samples/sec   Loss 1.1518   LearningRate 0.000010   Epoch: 1   Global Step: 37660   Fp16 Grad Scale: 16384   Required: 1 hours
Training: 2023-08-17 23:29:50,716-Speed 138.47 samples/sec   Loss 1.1681   LearningRate 0.000010   Epoch: 1   Global Step: 37670   Fp16 Grad Scale: 16384   Required: 1 hours
Training: 2023-08-17 23:29:53,016-Speed 139.18 samples/sec   Loss 1.1504   LearningRate 0.000010   Epoch: 1   Global Step: 37680   Fp16 Grad Scale: 16384   Required: 1 hours
Training: 2023-08-17 23:29:55,303-Speed 139.97 samples/sec   Loss 1.1607   LearningRate 0.000010   Epoch: 1   Global Step: 37690   Fp16 Grad Scale: 16384   Required: 1 hours
Training: 2023-08-17 23:29:57,597-Speed 139.49 samples/sec   Loss 1.1880   LearningRate 0.000010   Epoch: 1   Global Step: 37700   Fp16 Grad Scale: 16384   Required: 1 hours
Training: 2023-08-17 23:29:59,889-Speed 139.68 samples/sec   Loss 1.1624   LearningRate 0.000010   Epoch: 1   Global Step: 37710   Fp16 Grad Scale: 32768   Required: 1 hours
Training: 2023-08-17 23:30:02,195-Speed 138.82 samples/sec   Loss 1.1490   LearningRate 0.000010   Epoch: 1   Global Step: 37720   Fp16 Grad Scale: 32768   Required: 1 hours
Training: 2023-08-17 23:30:04,500-Speed 138.83 samples/sec   Loss 1.1345   LearningRate 0.000010   Epoch: 1   Global Step: 37730   Fp16 Grad Scale: 32768   Required: 1 hours
Training: 2023-08-17 23:30:06,796-Speed 139.46 samples/sec   Loss 1.1435   LearningRate 0.000010   Epoch: 1   Global Step: 37740   Fp16 Grad Scale: 32768   Required: 1 hours
Training: 2023-08-17 23:30:09,092-Speed 139.36 samples/sec   Loss 1.1479   LearningRate 0.000010   Epoch: 1   Global Step: 37750   Fp16 Grad Scale: 32768   Required: 1 hours
Training: 2023-08-17 23:30:11,391-Speed 139.25 samples/sec   Loss 1.1574   LearningRate 0.000010   Epoch: 1   Global Step: 37760   Fp16 Grad Scale: 32768   Required: 1 hours
Training: 2023-08-17 23:30:13,680-Speed 139.81 samples/sec   Loss 1.1436   LearningRate 0.000010   Epoch: 1   Global Step: 37770   Fp16 Grad Scale: 32768   Required: 1 hours
Training: 2023-08-17 23:30:15,959-Speed 140.50 samples/sec   Loss 1.1590   LearningRate 0.000010   Epoch: 1   Global Step: 37780   Fp16 Grad Scale: 32768   Required: 1 hours
Training: 2023-08-17 23:30:18,238-Speed 140.38 samples/sec   Loss 1.2026   LearningRate 0.000010   Epoch: 1   Global Step: 37790   Fp16 Grad Scale: 16384   Required: 1 hours
Training: 2023-08-17 23:30:20,530-Speed 139.69 samples/sec   Loss 1.1234   LearningRate 0.000010   Epoch: 1   Global Step: 37800   Fp16 Grad Scale: 16384   Required: 1 hours
Training: 2023-08-17 23:30:22,821-Speed 139.71 samples/sec   Loss 1.1558   LearningRate 0.000010   Epoch: 1   Global Step: 37810   Fp16 Grad Scale: 16384   Required: 1 hours
Training: 2023-08-17 23:30:25,098-Speed 140.54 samples/sec   Loss 1.1530   LearningRate 0.000010   Epoch: 1   Global Step: 37820   Fp16 Grad Scale: 16384   Required: 1 hours
Training: 2023-08-17 23:30:27,378-Speed 140.37 samples/sec   Loss 1.1673   LearningRate 0.000010   Epoch: 1   Global Step: 37830   Fp16 Grad Scale: 16384   Required: 1 hours
Training: 2023-08-17 23:30:29,664-Speed 140.07 samples/sec   Loss 1.1379   LearningRate 0.000010   Epoch: 1   Global Step: 37840   Fp16 Grad Scale: 16384   Required: 1 hours
Training: 2023-08-17 23:30:31,952-Speed 139.90 samples/sec   Loss 1.1716   LearningRate 0.000010   Epoch: 1   Global Step: 37850   Fp16 Grad Scale: 16384   Required: 1 hours
Training: 2023-08-17 23:30:34,247-Speed 139.46 samples/sec   Loss 1.1673   LearningRate 0.000010   Epoch: 1   Global Step: 37860   Fp16 Grad Scale: 16384   Required: 1 hours
Training: 2023-08-17 23:30:36,540-Speed 139.58 samples/sec   Loss 1.1860   LearningRate 0.000010   Epoch: 1   Global Step: 37870   Fp16 Grad Scale: 16384   Required: 1 hours
Training: 2023-08-17 23:30:38,822-Speed 140.28 samples/sec   Loss 1.1400   LearningRate 0.000010   Epoch: 1   Global Step: 37880   Fp16 Grad Scale: 16384   Required: 1 hours
Training: 2023-08-17 23:30:41,106-Speed 140.13 samples/sec   Loss 1.1389   LearningRate 0.000010   Epoch: 1   Global Step: 37890   Fp16 Grad Scale: 32768   Required: 1 hours
Training: 2023-08-17 23:30:43,383-Speed 140.58 samples/sec   Loss 1.1741   LearningRate 0.000010   Epoch: 1   Global Step: 37900   Fp16 Grad Scale: 32768   Required: 1 hours
Training: 2023-08-17 23:30:45,671-Speed 139.84 samples/sec   Loss 1.1601   LearningRate 0.000010   Epoch: 1   Global Step: 37910   Fp16 Grad Scale: 32768   Required: 1 hours
Training: 2023-08-17 23:30:47,951-Speed 140.41 samples/sec   Loss 1.1578   LearningRate 0.000010   Epoch: 1   Global Step: 37920   Fp16 Grad Scale: 16384   Required: 1 hours
Training: 2023-08-17 23:30:50,231-Speed 140.42 samples/sec   Loss 1.1705   LearningRate 0.000010   Epoch: 1   Global Step: 37930   Fp16 Grad Scale: 16384   Required: 1 hours
Training: 2023-08-17 23:30:52,515-Speed 140.12 samples/sec   Loss 1.1667   LearningRate 0.000010   Epoch: 1   Global Step: 37940   Fp16 Grad Scale: 16384   Required: 1 hours
Training: 2023-08-17 23:30:54,793-Speed 140.55 samples/sec   Loss 1.1515   LearningRate 0.000010   Epoch: 1   Global Step: 37950   Fp16 Grad Scale: 16384   Required: 1 hours
Training: 2023-08-17 23:30:57,061-Speed 141.13 samples/sec   Loss 1.1463   LearningRate 0.000010   Epoch: 1   Global Step: 37960   Fp16 Grad Scale: 16384   Required: 1 hours
Training: 2023-08-17 23:30:59,342-Speed 140.30 samples/sec   Loss 1.1393   LearningRate 0.000010   Epoch: 1   Global Step: 37970   Fp16 Grad Scale: 16384   Required: 1 hours
Training: 2023-08-17 23:31:01,624-Speed 140.29 samples/sec   Loss 1.1534   LearningRate 0.000010   Epoch: 1   Global Step: 37980   Fp16 Grad Scale: 16384   Required: 1 hours
Training: 2023-08-17 23:31:03,940-Speed 138.20 samples/sec   Loss 1.1289   LearningRate 0.000009   Epoch: 1   Global Step: 37990   Fp16 Grad Scale: 16384   Required: 1 hours
Training: 2023-08-17 23:31:06,012-Val on RAF/AffectNet:
Training: 2023-08-17 23:31:06,125-Test: [0/48]	Time 0.113 (0.113)	Loss 0.5960 (0.5960)	Acc@1 90.625 (90.625)	Acc@5 96.875 (96.875)	Mem 5268MB
Training: 2023-08-17 23:31:07,229-Test: [10/48]	Time 0.110 (0.111)	Loss 0.5745 (0.5470)	Acc@1 90.625 (93.182)	Acc@5 100.000 (98.580)	Mem 5268MB
Training: 2023-08-17 23:31:08,319-Test: [20/48]	Time 0.108 (0.110)	Loss 0.6348 (0.5501)	Acc@1 89.062 (92.932)	Acc@5 95.312 (98.438)	Mem 5268MB
Training: 2023-08-17 23:31:09,400-Test: [30/48]	Time 0.107 (0.109)	Loss 0.4898 (0.5500)	Acc@1 95.312 (92.792)	Acc@5 96.875 (98.185)	Mem 5268MB
Training: 2023-08-17 23:31:10,467-Test: [40/48]	Time 0.107 (0.109)	Loss 0.5680 (0.5544)	Acc@1 92.188 (92.302)	Acc@5 100.000 (98.247)	Mem 5268MB
Training: 2023-08-17 23:31:11,217-[37999]Expression Loss: 0.55391
Training: 2023-08-17 23:31:11,217-[37999]Expression Acc@1: 92.30769
Training: 2023-08-17 23:31:11,217-[37999]Expression Acc@1-Highest: 92.47067
Training: 2023-08-17 23:31:11,217-[37999]Expression Acc@5: 98.23990
Training: 2023-08-17 23:31:11,217-[37999]Expression Acc@5-Highest: 99.44589
Training: 2023-08-17 23:31:11,217-[37999]10 Times Expression Acc@1: 92.04694
Training: 2023-08-17 23:31:11,217-[37999]10 Times Expression Acc@1-Highest: 92.07627
Training: 2023-08-17 23:31:11,447-Speed 42.63 samples/sec   Loss 1.1579   LearningRate 0.000009   Epoch: 1   Global Step: 38000   Fp16 Grad Scale: 16384   Required: 1 hours
Training: 2023-08-17 23:31:13,741-Speed 139.52 samples/sec   Loss 1.1531   LearningRate 0.000009   Epoch: 1   Global Step: 38010   Fp16 Grad Scale: 16384   Required: 1 hours
Training: 2023-08-17 23:31:16,035-Speed 139.52 samples/sec   Loss 1.1702   LearningRate 0.000009   Epoch: 1   Global Step: 38020   Fp16 Grad Scale: 32768   Required: 1 hours
Training: 2023-08-17 23:31:18,315-Speed 140.44 samples/sec   Loss 1.1653   LearningRate 0.000009   Epoch: 1   Global Step: 38030   Fp16 Grad Scale: 32768   Required: 1 hours
Training: 2023-08-17 23:31:20,602-Speed 139.94 samples/sec   Loss 1.1699   LearningRate 0.000009   Epoch: 1   Global Step: 38040   Fp16 Grad Scale: 32768   Required: 1 hours
Training: 2023-08-17 23:31:22,886-Speed 140.14 samples/sec   Loss 1.1362   LearningRate 0.000009   Epoch: 1   Global Step: 38050   Fp16 Grad Scale: 32768   Required: 1 hours
Training: 2023-08-17 23:31:25,167-Speed 140.33 samples/sec   Loss 1.1321   LearningRate 0.000009   Epoch: 1   Global Step: 38060   Fp16 Grad Scale: 16384   Required: 1 hours
Training: 2023-08-17 23:31:27,458-Speed 139.69 samples/sec   Loss 1.1570   LearningRate 0.000009   Epoch: 1   Global Step: 38070   Fp16 Grad Scale: 16384   Required: 1 hours
Training: 2023-08-17 23:31:29,746-Speed 139.94 samples/sec   Loss 1.1518   LearningRate 0.000009   Epoch: 1   Global Step: 38080   Fp16 Grad Scale: 16384   Required: 1 hours
Training: 2023-08-17 23:31:32,037-Speed 139.66 samples/sec   Loss 1.1625   LearningRate 0.000009   Epoch: 1   Global Step: 38090   Fp16 Grad Scale: 16384   Required: 1 hours
Training: 2023-08-17 23:31:34,332-Speed 139.52 samples/sec   Loss 1.1306   LearningRate 0.000009   Epoch: 1   Global Step: 38100   Fp16 Grad Scale: 16384   Required: 1 hours
Training: 2023-08-17 23:31:36,624-Speed 139.60 samples/sec   Loss 1.1515   LearningRate 0.000009   Epoch: 1   Global Step: 38110   Fp16 Grad Scale: 16384   Required: 1 hours
